5.5593e-08,2.9479e-07
3.1207e-07,2.9856e-07
5.3613e-07,2.9626e-07
6.9839e-07,3.2051e-07
9.1804e-07,2.9378e-07
1.0906e-06,2.8589e-07
1.3125e-06,2.9952e-07
1.509e-06,3.1794e-07
1.6842e-06,3.1571e-07
1.9085e-06,2.9924e-07
2.0927e-06,2.8151e-07
2.2847e-06,3.0479e-07
2.557e-06,3.0383e-07
2.6995e-06,3.2735e-07
2.8755e-06,2.9995e-07
3.087e-06,3.0487e-07
3.3052e-06,3.2273e-07
3.4943e-06,2.9956e-07
3.6984e-06,2.8766e-07
3.8958e-06,2.8978e-07
4.1003e-06,2.6171e-07
4.3281e-06,2.8289e-07
4.4977e-06,2.9753e-07
4.6762e-06,2.8559e-07
4.8999e-06,2.7845e-07
5.0933e-06,2.8802e-07
5.2905e-06,3.0683e-07
5.5025e-06,3.0599e-07
5.6878e-06,3.0042e-07
5.9153e-06,2.8963e-07
6.13e-06,3.023e-07
6.2925e-06,2.7829e-07
6.5222e-06,2.9643e-07
6.6569e-06,3.0291e-07
6.8796e-06,2.9754e-07
7.1078e-06,3.1254e-07
7.2842e-06,2.8866e-07
7.532e-06,2.8687e-07
7.7031e-06,3.2272e-07
7.8864e-06,2.7929e-07
8.0989e-06,3.1781e-07
8.3316e-06,3.2567e-07
8.4999e-06,2.8384e-07
8.6979e-06,2.6094e-07
8.889e-06,3.2141e-07
9.1013e-06,2.9384e-07
9.3202e-06,2.8827e-07
9.4926e-06,2.8988e-07
9.7294e-06,2.8534e-07
9.8876e-06,2.9954e-07
6.2994e-08,2.4566e-07
3.1006e-07,2.488e-07
5.3011e-07,2.4688e-07
6.9866e-07,2.6709e-07
9.1503e-07,2.4482e-07
1.0922e-06,2.3824e-07
1.3104e-06,2.496e-07
1.5075e-06,2.6495e-07
1.6868e-06,2.6309e-07
1.9071e-06,2.4937e-07
2.0939e-06,2.3459e-07
2.2873e-06,2.5399e-07
2.5475e-06,2.5319e-07
2.6996e-06,2.7279e-07
2.8796e-06,2.4996e-07
3.0891e-06,2.5406e-07
3.3043e-06,2.6894e-07
3.4952e-06,2.4963e-07
3.6987e-06,2.3972e-07
3.8965e-06,2.4148e-07
4.1003e-06,2.1809e-07
4.3234e-06,2.3574e-07
4.4981e-06,2.4794e-07
4.6802e-06,2.3799e-07
4.8999e-06,2.3204e-07
5.0944e-06,2.4002e-07
5.2921e-06,2.5569e-07
5.502e-06,2.55e-07
5.6899e-06,2.5035e-07
5.9128e-06,2.4136e-07
6.125e-06,2.5192e-07
6.2938e-06,2.3191e-07
6.5185e-06,2.4703e-07
6.6641e-06,2.5242e-07
6.883e-06,2.4795e-07
7.1065e-06,2.6045e-07
7.2869e-06,2.4055e-07
7.5266e-06,2.3906e-07
7.7025e-06,2.6893e-07
7.8887e-06,2.3274e-07
8.0991e-06,2.6484e-07
8.3263e-06,2.7139e-07
8.4999e-06,2.3653e-07
8.6983e-06,2.1745e-07
8.8909e-06,2.6784e-07
9.1011e-06,2.4487e-07
9.3168e-06,2.4022e-07
9.4939e-06,2.4157e-07
9.7245e-06,2.3779e-07
9.8897e-06,2.4962e-07
7.0396e-08,1.9652e-07
3.0805e-07,1.9904e-07
5.2409e-07,1.975e-07
6.9893e-07,2.1367e-07
9.1202e-07,1.9586e-07
1.0937e-06,1.9059e-07
1.3083e-06,1.9968e-07
1.506e-06,2.1196e-07
1.6894e-06,2.1047e-07
1.9057e-06,1.9949e-07
2.0951e-06,1.8768e-07
2.2898e-06,2.0319e-07
2.538e-06,2.0255e-07
2.6997e-06,2.1823e-07
2.8837e-06,1.9997e-07
3.0913e-06,2.0325e-07
3.3034e-06,2.1515e-07
3.4962e-06,1.997e-07
3.699e-06,1.9177e-07
3.8972e-06,1.9319e-07
4.1002e-06,1.7447e-07
4.3187e-06,1.8859e-07
4.4984e-06,1.9835e-07
4.6841e-06,1.9039e-07
4.8999e-06,1.8563e-07
5.0956e-06,1.9202e-07
5.2937e-06,2.0455e-07
5.5016e-06,2.04e-07
5.6919e-06,2.0028e-07
5.9102e-06,1.9309e-07
6.12e-06,2.0154e-07
6.295e-06,1.8553e-07
6.5148e-06,1.9762e-07
6.6713e-06,2.0194e-07
6.8864e-06,1.9836e-07
7.1052e-06,2.0836e-07
7.2895e-06,1.9244e-07
7.5213e-06,1.9125e-07
7.702e-06,2.1515e-07
7.8909e-06,1.8619e-07
8.0993e-06,2.1187e-07
8.3211e-06,2.1711e-07
8.4999e-06,1.8922e-07
8.6986e-06,1.7396e-07
8.8927e-06,2.1427e-07
9.1009e-06,1.959e-07
9.3135e-06,1.9218e-07
9.4951e-06,1.9325e-07
9.7196e-06,1.9023e-07
9.8918e-06,1.997e-07
7.7797e-08,1.4739e-07
3.0604e-07,1.4928e-07
5.1807e-07,1.4813e-07
6.9919e-07,1.6025e-07
9.0902e-07,1.4689e-07
1.0953e-06,1.4295e-07
1.3062e-06,1.4976e-07
1.5045e-06,1.5897e-07
1.6921e-06,1.5786e-07
1.9043e-06,1.4962e-07
2.0963e-06,1.4076e-07
2.2924e-06,1.5239e-07
2.5285e-06,1.5191e-07
2.6998e-06,1.6367e-07
2.8878e-06,1.4998e-07
3.0935e-06,1.5244e-07
3.3026e-06,1.6136e-07
3.4971e-06,1.4978e-07
3.6992e-06,1.4383e-07
3.8979e-06,1.4489e-07
4.1002e-06,1.3086e-07
4.3141e-06,1.4144e-07
4.4988e-06,1.4876e-07
4.6881e-06,1.4279e-07
4.8999e-06,1.3922e-07
5.0967e-06,1.4401e-07
5.2952e-06,1.5342e-07
5.5012e-06,1.53e-07
5.6939e-06,1.5021e-07
5.9077e-06,1.4481e-07
6.115e-06,1.5115e-07
6.2963e-06,1.3915e-07
6.5111e-06,1.4822e-07
6.6785e-06,1.5145e-07
6.8898e-06,1.4877e-07
7.1039e-06,1.5627e-07
7.2921e-06,1.4433e-07
7.516e-06,1.4344e-07
7.7015e-06,1.6136e-07
7.8932e-06,1.3964e-07
8.0995e-06,1.589e-07
8.3158e-06,1.6283e-07
8.4999e-06,1.4192e-07
8.699e-06,1.3047e-07
8.8945e-06,1.607e-07
9.1007e-06,1.4692e-07
9.3101e-06,1.4413e-07
9.4963e-06,1.4494e-07
9.7147e-06,1.4267e-07
9.8938e-06,1.4977e-07
8.5198e-08,9.8262e-08
3.0402e-07,9.952e-08
5.1204e-07,9.8752e-08
6.9946e-07,1.0684e-07
9.0601e-07,9.7928e-08
1.0969e-06,9.5297e-08
1.3042e-06,9.984e-08
1.503e-06,1.0598e-07
1.6947e-06,1.0524e-07
1.9028e-06,9.9747e-08
2.0976e-06,9.3838e-08
2.2949e-06,1.016e-07
2.519e-06,1.0128e-07
2.6998e-06,1.0912e-07
2.8918e-06,9.9985e-08
3.0957e-06,1.0162e-07
3.3017e-06,1.0758e-07
3.4981e-06,9.9852e-08
3.6995e-06,9.5886e-08
3.8986e-06,9.6593e-08
4.1001e-06,8.7237e-08
4.3094e-06,9.4295e-08
4.4992e-06,9.9175e-08
4.6921e-06,9.5196e-08
4.9e-06,9.2817e-08
5.0978e-06,9.6008e-08
5.2968e-06,1.0228e-07
5.5008e-06,1.02e-07
5.6959e-06,1.0014e-07
5.9051e-06,9.6543e-08
6.11e-06,1.0077e-07
6.2975e-06,9.2764e-08
6.5074e-06,9.881e-08
6.6856e-06,1.0097e-07
6.8932e-06,9.918e-08
7.1026e-06,1.0418e-07
7.2947e-06,9.6219e-08
7.5107e-06,9.5624e-08
7.701e-06,1.0757e-07
7.8955e-06,9.3097e-08
8.0996e-06,1.0594e-07
8.3105e-06,1.0856e-07
8.5e-06,9.4612e-08
8.6993e-06,8.6978e-08
8.8963e-06,1.0714e-07
9.1004e-06,9.7948e-08
9.3067e-06,9.6089e-08
9.4975e-06,9.6626e-08
9.7098e-06,9.5114e-08
9.8959e-06,9.9848e-08
9.2599e-08,4.9131e-08
3.0201e-07,4.976e-08
5.0602e-07,4.9376e-08
6.9973e-07,5.3418e-08
9.0301e-07,4.8964e-08
1.0984e-06,4.7648e-08
1.3021e-06,4.992e-08
1.5015e-06,5.2991e-08
1.6974e-06,5.2618e-08
1.9014e-06,4.9874e-08
2.0988e-06,4.6919e-08
2.2975e-06,5.0798e-08
2.5095e-06,5.0638e-08
2.6999e-06,5.4558e-08
2.8959e-06,4.9992e-08
3.0978e-06,5.0812e-08
3.3009e-06,5.3788e-08
3.499e-06,4.9926e-08
3.6997e-06,4.7943e-08
3.8993e-06,4.8296e-08
4.1001e-06,4.3619e-08
4.3047e-06,4.7148e-08
4.4996e-06,4.9588e-08
4.696e-06,4.7598e-08
4.9e-06,4.6408e-08
5.0989e-06,4.8004e-08
5.2984e-06,5.1139e-08
5.5004e-06,5.0999e-08
5.698e-06,5.007e-08
5.9026e-06,4.8272e-08
6.105e-06,5.0384e-08
6.2988e-06,4.6382e-08
6.5037e-06,4.9405e-08
6.6928e-06,5.0484e-08
6.8966e-06,4.959e-08
7.1013e-06,5.209e-08
7.2974e-06,4.8109e-08
7.5053e-06,4.7812e-08
7.7005e-06,5.3787e-08
7.8977e-06,4.6548e-08
8.0998e-06,5.2968e-08
8.3053e-06,5.4278e-08
8.5e-06,4.7306e-08
8.6997e-06,4.3489e-08
8.8982e-06,5.3568e-08
9.1002e-06,4.8974e-08
9.3034e-06,4.8045e-08
9.4988e-06,4.8313e-08
9.7049e-06,4.7557e-08
9.8979e-06,4.9924e-08
1e-07,0
3e-07,0
5e-07,0
7e-07,0
9e-07,0
1.1e-06,0
1.3e-06,0
1.5e-06,0
1.7e-06,0
1.9e-06,0
2.1e-06,0
2.3e-06,0
2.5e-06,0
2.7e-06,0
2.9e-06,0
3.1e-06,0
3.3e-06,0
3.5e-06,0
3.7e-06,0
3.9e-06,0
4.1e-06,0
4.3e-06,0
4.5e-06,0
4.7e-06,0
4.9e-06,0
5.1e-06,0
5.3e-06,0
5.5e-06,0
5.7e-06,0
5.9e-06,0
6.1e-06,0
6.3e-06,0
6.5e-06,0
6.7e-06,0
6.9e-06,0
7.1e-06,0
7.3e-06,0
7.5e-06,0
7.7e-06,0
7.9e-06,0
8.1e-06,0
8.3e-06,0
8.5e-06,0
8.7e-06,0
8.9e-06,0
9.1e-06,0
9.3e-06,0
9.5e-06,0
9.7e-06,0
9.9e-06,0
